PRICE,BHK,LOCATION,AREA,BATHROOMS,FURNISH
"₹38,000",2 BHK,"in Madhapur, Hyderabad",1288 sq.ft,Bathrooms1,Fully
"₹38,000",2 BHK,"in Madhapur, Hyderabad",1206 sq.ft,Bathrooms1,Fully
"₹29,500",2 BHK,"in Madhapur, Hyderabad",1204 sq.ft,Bathrooms2,Semi
"₹25,000",1 BHK,"in Madhapur, Hyderabad",704 sq.ft,Bathrooms1,Fully
"₹55,000",3 BHK,"in Madhapur, Hyderabad",1700 sq.ft,Bathrooms3,Semi
"₹35,000",2 BHK,"in Madhapur, Hyderabad",1500 sq.ft,Bathrooms2,Semi
"₹45,000",3 BHK,"in Madhapur, Hyderabad",1435 sq.ft,Bathrooms3,Semi
"₹35,000",2 BHK,"in Madhapur, Hyderabad",1245 sq.ft,Bathrooms2,Semi
"₹32,000",2 BHK,"in Madhapur, Hyderabad",1000 sq.ft,Bathrooms2,Semi
"₹20,000",1 BHK,"in Madhapur, Hyderabad",750 sq.ft,Bathrooms1,Semi
"₹28,000",1 BHK,"in Madhapur, Hyderabad",804 sq.ft,Bathrooms1,Fully
"₹38,000",2 BHK,"in Madhapur, Hyderabad",1200 sq.ft,Bathrooms1,Fully
"₹27,000",1 BHK,"in Madhapur, Hyderabad",705 sq.ft,Bathrooms1,Fully
"₹25,000",1 BHK,"in Madhapur, Hyderabad",700 sq.ft,Bathrooms2,Fully
"₹18,000",1 BHK,"in Madhapur, Hyderabad",800 sq.ft,Bathrooms1,Un
"₹45,000",3 BHK,"in Kokapet, Hyderabad",1800 sq.ft,,Semi
"₹66,500",3 BHK,"in Nanakaramguda, Hyderabad",1885 sq.ft,,Fully
"₹66,000",3 BHK,"in Nanakaramguda, Hyderabad",1885 sq.ft,,Fully
"₹38,000",3 BHK,"in Nanakaramguda, Hyderabad",1885 sq.ft,,Un
"₹42,000",2 BHK,"in Nanakaramguda, Hyderabad",1400 sq.ft,,Semi
"₹43,300",2 BHK,"in Nanakaramguda, Hyderabad",1400 sq.ft,,Semi
"₹42,000",2 BHK,"in Nanakaramguda, Hyderabad",1250 sq.ft,,Semi
"₹45,000",3 BHK,"in Nanakaramguda, Hyderabad",1885 sq.ft,,Un
"₹48,000",3 BHK,"in Nanakaramguda, Hyderabad",1885 sq.ft,,Un
"₹1,05,000",5 BHK,"in Kokapet, Hyderabad",3650 sq.ft,,Fully
"₹43,000",2 BHK,"in Nanakaramguda, Hyderabad",1400 sq.ft,,Semi
"₹70,000",3 BHK,"in Khaja Guda, Hyderabad",1905 sq.ft,,Fully
"₹65,000",3 BHK,"in Nallagandla, Hyderabad",1960 sq.ft,,Semi
"₹60,000",3 BHK,"in Nanakaramguda, Hyderabad",1886 sq.ft,,Semi
"₹45,000",3 BHK,"in Nanakaramguda, Hyderabad",1885 sq.ft,,Un
"₹52,000",3 BHK,"in Nallagandla, Hyderabad",1565 sq.ft,,Semi
"₹60,000",3 BHK,"in Nanakaramguda, Hyderabad",1886 sq.ft,,Fully
"₹60,000",3 BHK,"in Nanakaramguda, Hyderabad",1886 sq.ft,,Fully
"₹32,000",2 BHK,"in Madhapur, Hyderabad",1201 sq.ft,Bathrooms1,Semi
"₹41,000",2 BHK,"in Nanakaramguda, Hyderabad",1300 sq.ft,,Semi
"₹40,000",2 BHK,"in Nanakaramguda, Hyderabad",1200 sq.ft,,Semi
"₹40,000",2 BHK,"in Nanakaramguda, Hyderabad",1200 sq.ft,,Semi
"₹41,000",2 BHK,"in Nanakaramguda, Hyderabad",1300 sq.ft,,Semi
"₹45,000",2 BHK,"in Madhapur, Hyderabad",1260 sq.ft,Bathrooms1,Fully
"₹40,000",2 BHK,"in Nanakaramguda, Hyderabad",1300 sq.ft,Bathrooms2,Semi
"₹18,000",1 BHK,"in Madhapur, Hyderabad",610 sq.ft,Bathrooms1,Un
"₹25,000",1 BHK,"in Madhapur, Hyderabad",725 sq.ft,Bathrooms1,Fully
"₹22,000",1 BHK,"in Madhapur, Hyderabad",630 sq.ft,Bathrooms1,Un
"₹27,000",2 BHK,"in Madhapur, Hyderabad",1143 sq.ft,Bathrooms2,Un
"₹95,000",3 BHK,"in Kokapet, Hyderabad",2048 sq.ft,,Semi
"₹74,500",4 BHK,"in Nanakaramguda, Hyderabad",2700 sq.ft,,Semi
"₹74,000",4 BHK,"in Nanakaramguda, Hyderabad",2700 sq.ft,,Semi
"₹44,000",2 BHK,"in Nanakaramguda, Hyderabad",1300 sq.ft,,Semi
"₹44,300",2 BHK,"in Nanakaramguda, Hyderabad",1400 sq.ft,,Semi
"₹30,000",1 BHK,"in Madhapur, Hyderabad",855 sq.ft,Bathrooms1,Fully
"₹40,000",3 BHK,"in Madhapur, Hyderabad",2000 sq.ft,Bathrooms2,Semi
"₹27,000",1 BHK,"in Madhapur, Hyderabad",750 sq.ft,Bathrooms1,Un
"₹50,000",2 BHK,"in Madhapur, Hyderabad",1245 sq.ft,Bathrooms2,Fully
"₹30,000",2 BHK,"in Madhapur, Hyderabad",1148 sq.ft,Bathrooms2,Semi
"₹40,000",2 BHK,"in Madhapur, Hyderabad",1200 sq.ft,Bathrooms2,Semi
"₹22,000",1 BHK,"in Madhapur, Hyderabad",806 sq.ft,Bathrooms1,Semi
"₹50,000",3 BHK,"in Nanakaramguda, Hyderabad",1886 sq.ft,Bathrooms3,Semi
"₹50,000",3 BHK,"in Nanakaramguda, Hyderabad",1886 sq.ft,,Semi
"₹18,500",1 BHK,"in Kondapur, Hyderabad",700 sq.ft,Bathrooms1,Semi
"₹16,500",1 BHK,"in Kondapur, Hyderabad",600 sq.ft,Bathrooms1,Semi
"₹14,000",1 BHK,"in Kondapur, Hyderabad",500 sq.ft,Bathrooms1,Un
"₹28,000",2 BHK,"in Kondapur, Hyderabad",1250 sq.ft,Bathrooms1,Semi
"₹19,000",1 BHK,"in Kondapur, Hyderabad",950 sq.ft,Bathrooms1,Semi
"₹19,500",1 BHK,"in Kondapur, Hyderabad",1060 sq.ft,Bathrooms1,Semi
"₹25,000",1 BHK,"in Kondapur, Hyderabad",950 sq.ft,Bathrooms1,Fully
"₹25,000",1 BHK,"in Kondapur, Hyderabad",1050 sq.ft,,Fully
"₹20,000",,"in Kondapur, Hyderabad",650 sq.ft,Bathrooms1,Fully
"₹28,000",2 BHK,"in Kondapur, Hyderabad",1250 sq.ft,Bathrooms1,Semi
"₹22,000",1 BHK,"in Kondapur, Hyderabad",800 sq.ft,Bathrooms1,Fully
"₹35,000",3 BHK,"in Kondapur, Hyderabad",1900 sq.ft,Bathrooms2,Semi
"₹40,000",3 BHK,"in Kondapur, Hyderabad",1850 sq.ft,Bathrooms2,Fully
"₹35,000",2 BHK,"in Kondapur, Hyderabad",1450 sq.ft,Bathrooms1,Fully
"₹17,000",1 BHK,"in Kondapur, Hyderabad",650 sq.ft,Bathrooms1,Semi
"₹18,000",1 BHK,"in Kondapur, Hyderabad",750 sq.ft,Bathrooms1,Un
"₹38,000",2 BHK,"in Kondapur, Hyderabad",1450 sq.ft,Bathrooms2,Un
"₹23,500",1 BHK,"in Kondapur, Hyderabad",650 sq.ft,Bathrooms1,Fully
"₹16,500",1 BHK,"in Kondapur, Hyderabad",700 sq.ft,Bathrooms1,Semi
"₹14,000",1 BHK,"in Kondapur, Hyderabad",650 sq.ft,Bathrooms1,Un
"₹36,000",3 BHK,"in Kondapur, Hyderabad",1550 sq.ft,Bathrooms3,Semi
"₹27,000",2 BHK,"in Kondapur, Hyderabad",1650 sq.ft,Bathrooms2,Semi
"₹14,000",1 BHK,"in Kondapur, Hyderabad",600 sq.ft,Bathrooms1,Un
"₹37,000",3 BHK,"in Kondapur, Hyderabad",1850 sq.ft,Bathrooms3,Semi
"₹14,500",1 BHK,"in Kondapur, Hyderabad",650 sq.ft,,Semi
"₹14,200",1 BHK,"in Kondapur, Hyderabad",752 sq.ft,,Un
"₹11,500",,"in Kondapur, Hyderabad",521 sq.ft,Bathrooms1,Un
"₹28,000",2 BHK,"in Kondapur, Hyderabad",1200 sq.ft,Bathrooms2,Semi
"₹18,000",1 BHK,"in Kondapur, Hyderabad",800 sq.ft,Bathrooms1,Semi
"₹22,000",1 BHK,"in Kondapur, Hyderabad",750 sq.ft,Bathrooms1,Fully
"₹17,000",1 BHK,"in Kondapur, Hyderabad",700 sq.ft,Bathrooms1,Semi
"₹18,000",1 BHK,"in Kondapur, Hyderabad",800 sq.ft,Bathrooms1,Semi
"₹35,000",3 BHK,"in Kondapur, Hyderabad",1950 sq.ft,Bathrooms2,Semi
"₹37,000",3 BHK,"in Kondapur, Hyderabad",2000 sq.ft,Bathrooms3,Semi
"₹36,000",3 BHK,"in Kondapur, Hyderabad",1800 sq.ft,Bathrooms2,Semi
"₹28,000",2 BHK,"in Kondapur, Hyderabad",1350 sq.ft,Bathrooms2,Semi
"₹26,000",2 BHK,"in Kondapur, Hyderabad",1300 sq.ft,Bathrooms1,Semi
"₹38,000",2 BHK,"in Kondapur, Hyderabad",1405 sq.ft,Bathrooms2,Fully
"₹40,000",3 BHK,"in Kondapur, Hyderabad",2000 sq.ft,Bathrooms3,Semi
"₹28,000",2 BHK,"in Kondapur, Hyderabad",1250 sq.ft,Bathrooms1,Semi
"₹26,000",2 BHK,"in Kondapur, Hyderabad",1200 sq.ft,Bathrooms1,Semi
"₹38,000",3 BHK,"in Kondapur, Hyderabad",2100 sq.ft,Bathrooms2,Fully
"₹15,500",1 BHK,"in Kondapur, Hyderabad",650 sq.ft,Bathrooms1,Un
"₹25,000",1 BHK,"in Kondapur, Hyderabad",850 sq.ft,Bathrooms1,Fully
"₹14,000",1 BHK,"in Kondapur, Hyderabad",650 sq.ft,Bathrooms1,Un
"₹18,000",1 BHK,"in Kondapur, Hyderabad",750 sq.ft,Bathrooms1,Semi
"₹16,000",1 BHK,"in Kondapur, Hyderabad",750 sq.ft,Bathrooms1,Semi
"₹27,500",2 BHK,"in Kondapur, Hyderabad",1450 sq.ft,Bathrooms2,Semi
"₹14,000",1 BHK,"in Hafeezpet, Hyderabad",650 sq.ft,Bathrooms1,Un
"₹21,000",1 BHK,"in Kondapur, Hyderabad",700 sq.ft,Bathrooms1,Fully
"₹30,000",2 BHK,"in Kondapur, Hyderabad",1550 sq.ft,Bathrooms2,Semi
"₹29,000",2 BHK,"in Kondapur, Hyderabad",1500 sq.ft,Bathrooms2,Semi
"₹28,000",2 BHK,"in Kondapur, Hyderabad",1450 sq.ft,Bathrooms2,Semi
"₹15,000",1 BHK,"in Kondapur, Hyderabad",750 sq.ft,Bathrooms1,Un
"₹24,000",1 BHK,"in Kondapur, Hyderabad",758 sq.ft,Bathrooms1,Fully
"₹23,000",1 BHK,"in Kondapur, Hyderabad",650 sq.ft,Bathrooms1,Fully
"₹18,000",1 BHK,"in Kondapur, Hyderabad",650 sq.ft,Bathrooms1,Semi
"₹38,000",2 BHK,"in Kondapur, Hyderabad",1250 sq.ft,Bathrooms2,Fully
"₹17,000",1 BHK,"in Kondapur, Hyderabad",650 sq.ft,Bathrooms1,Semi
"₹14,000",1 BHK,"in Kondapur, Hyderabad",650 sq.ft,Bathrooms1,Un
"₹14,000",1 BHK,"in Kondapur, Hyderabad",750 sq.ft,Bathrooms1,Un
"₹45,000",3 BHK,"in Kondapur, Hyderabad",3000 sq.ft,Bathrooms3,Semi
"₹45,000",3 BHK,"in Kondapur, Hyderabad",3000 sq.ft,Bathrooms3,Semi
"₹22,000",1 BHK,"in Kondapur, Hyderabad",650 sq.ft,Bathrooms1,Fully
"₹37,000",2 BHK,"in Kondapur, Hyderabad",1500 sq.ft,Bathrooms2,Semi
"₹35,000",2 BHK,"in Kondapur, Hyderabad",2500 sq.ft,Bathrooms2,Fully
"₹30,008",2 BHK,"in Kondapur, Hyderabad",650 sq.ft,Bathrooms2,Semi
"₹28,000",1 BHK,"in Kondapur, Hyderabad",650 sq.ft,Bathrooms1,Semi
"₹17,000",1 BHK,"in Kondapur, Hyderabad",650 sq.ft,Bathrooms1,Semi
"₹14,000",1 BHK,"in Hafeezpet, Hyderabad",650 sq.ft,Bathrooms1,Un
"₹18,000",1 BHK,"in Kondapur, Hyderabad",650 sq.ft,Bathrooms1,Semi
"₹30,000",2 BHK,"in Kondapur, Hyderabad",1500 sq.ft,Bathrooms2,Semi
"₹30,000",2 BHK,"in Kondapur, Hyderabad",1500 sq.ft,Bathrooms2,Semi
"₹28,000",1 BHK,"in Kondapur, Hyderabad",850 sq.ft,Bathrooms1,Fully
"₹38,000",3 BHK,"in Kondapur, Hyderabad",1608 sq.ft,Bathrooms2,Fully
"₹22,000",1 BHK,"in Hafeezpet, Hyderabad",800 sq.ft,Bathrooms1,Semi
"₹17,000",1 BHK,"in Hafeezpet, Hyderabad",750 sq.ft,,Un
"₹16,000",1 BHK,"in Hafeezpet, Hyderabad",800 sq.ft,Bathrooms1,Un
"₹40,000",3 BHK,"in Kondapur, Hyderabad",1200 sq.ft,Bathrooms3,Fully
"₹15,000",1 BHK,"in Hafeezpet, Hyderabad",650 sq.ft,Bathrooms1,Un
"₹20,000",1 BHK,"in Kondapur, Hyderabad",750 sq.ft,Bathrooms1,Semi
"₹40,000",2 BHK,"in Kondapur, Hyderabad",1100 sq.ft,Bathrooms1,Fully
"₹40,000",3 BHK,"in Kondapur, Hyderabad",1300 sq.ft,Bathrooms2,Semi
"₹20,000",1 BHK,"in Kondapur, Hyderabad",800 sq.ft,Bathrooms1,Semi
"₹18,007",1 BHK,"in Kondapur, Hyderabad",700 sq.ft,Bathrooms1,Semi
"₹20,000",1 BHK,"in Kondapur, Hyderabad",700 sq.ft,Bathrooms1,Semi
"₹18,000",1 BHK,"in Kondapur, Hyderabad",700 sq.ft,,Semi
"₹31,005",2 BHK,"in Kondapur, Hyderabad",1000 sq.ft,Bathrooms1,Semi
"₹15,000",1 BHK,"in Kondapur, Hyderabad",600 sq.ft,Bathrooms1,Un
"₹24,000",2 BHK,"in Kondapur, Hyderabad",1200 sq.ft,Bathrooms1,Semi
"₹25,000",2 BHK,"in Hafeezpet, Hyderabad",1000 sq.ft,Bathrooms1,Semi
"₹15,006",1 BHK,"in Kondapur, Hyderabad",700 sq.ft,Bathrooms1,Un
"₹22,000",1 BHK,"in Kondapur, Hyderabad",750 sq.ft,Bathrooms1,Semi
"₹30,000",2 BHK,"in Madhapur, Hyderabad",1200 sq.ft,Bathrooms2,Semi
"₹27,000",1 BHK,"in Madhapur, Hyderabad",700 sq.ft,Bathrooms1,Fully
"₹20,000",1 BHK,"in Madhapur, Hyderabad",800 sq.ft,Bathrooms1,Semi
"₹13,500",1 BHK,"in Kondapur, Hyderabad",700 sq.ft,Bathrooms1,Un
"₹14,000",1 BHK,"in Kondapur, Hyderabad",750 sq.ft,Bathrooms1,Un
"₹17,000",1 BHK,"in Kondapur, Hyderabad",750 sq.ft,Bathrooms1,Semi
"₹15,000",1 BHK,"in Kondapur, Hyderabad",600 sq.ft,Bathrooms1,Un
"₹16,000",1 BHK,"in Kondapur, Hyderabad",650 sq.ft,Bathrooms1,Un
"₹17,000",1 BHK,"in Kondapur, Hyderabad",700 sq.ft,Bathrooms1,Fully
"₹16,500",1 BHK,"in Kondapur, Hyderabad",700 sq.ft,Bathrooms1,Un
"₹15,000",1 BHK,"in Kondapur, Hyderabad",900 sq.ft,Bathrooms1,Fully
"₹28,000",2 BHK,"in Kondapur, Hyderabad",1450 sq.ft,Bathrooms2,Semi
"₹22,000",1 BHK,"in Kondapur, Hyderabad",750 sq.ft,Bathrooms1,Fully
"₹18,500",1 BHK,"in Kondapur, Hyderabad",850 sq.ft,Bathrooms1,Semi
"₹16,500",1 BHK,"in Kondapur, Hyderabad",560 sq.ft,Bathrooms1,Semi
"₹37,000",3 BHK,"in Kondapur, Hyderabad",1850 sq.ft,Bathrooms3,Fully
"₹55,000",3 BHK,"in Kondapur, Hyderabad",2400 sq.ft,,Semi
"₹20,000",1 BHK,"in Hafeezpet, Hyderabad",950 sq.ft,,Fully
"₹30,000",2 BHK,"in Kondapur, Hyderabad",1352 sq.ft,,Semi
"₹35,000",2 BHK,"in Madhapur, Hyderabad",1300 sq.ft,Bathrooms2,Semi
"₹42,000",2 BHK,"in Madhapur, Hyderabad",1300 sq.ft,Bathrooms2,Fully
"₹36,000",2 BHK,"in Madhapur, Hyderabad",1300 sq.ft,Bathrooms1,Semi
"₹19,000",1 BHK,"in Kondapur, Hyderabad",850 sq.ft,Bathrooms1,Semi
"₹28,000",3 BHK,"in Kondapur, Hyderabad",2100 sq.ft,Bathrooms2,Semi
"₹32,000",2 BHK,"in Kondapur, Hyderabad",1300 sq.ft,Bathrooms2,Semi
"₹35,000",3 BHK,"in Kondapur, Hyderabad",1900 sq.ft,Bathrooms2,Semi
"₹20,000",1 BHK,"in Kondapur, Hyderabad",1050 sq.ft,Bathrooms1,Semi
"₹20,000",1 BHK,"in Kondapur, Hyderabad",920 sq.ft,Bathrooms1,Fully
"₹45,000",3 BHK,"in Kondapur, Hyderabad",1850 sq.ft,Bathrooms3,Fully
"₹30,000",2 BHK,"in Kondapur, Hyderabad",1280 sq.ft,Bathrooms2,Semi
"₹17,000",1 BHK,"in Kondapur, Hyderabad",650 sq.ft,Bathrooms1,Semi
"₹18,000",1 BHK,"in Kondapur, Hyderabad",650 sq.ft,Bathrooms1,Semi
"₹28,000",2 BHK,"in Kondapur, Hyderabad",1500 sq.ft,Bathrooms2,Semi
"₹21,000",1 BHK,"in Kondapur, Hyderabad",650 sq.ft,Bathrooms1,Fully
"₹18,000",1 BHK,"in Kondapur, Hyderabad",650 sq.ft,Bathrooms1,Semi
"₹15,500",1 BHK,"in Kondapur, Hyderabad",650 sq.ft,Bathrooms1,Semi
"₹25,000",1 BHK,"in Hafeezpet, Hyderabad",650 sq.ft,Bathrooms1,Fully
"₹40,000",3 BHK,"in Kondapur, Hyderabad",3000 sq.ft,Bathrooms3,Semi
"₹38,000",3 BHK,"in Kondapur, Hyderabad",3000 sq.ft,Bathrooms3,Fully
"₹40,000",3 BHK,"in Kondapur, Hyderabad",3000 sq.ft,Bathrooms3,Semi
"₹28,000",2 BHK,"in Kondapur, Hyderabad",1200 sq.ft,Bathrooms2,Semi
"₹35,000",3 BHK,"in Kondapur, Hyderabad",1850 sq.ft,Bathrooms2,Semi
"₹20,000",1 BHK,"in Kondapur, Hyderabad",650 sq.ft,Bathrooms1,Fully
"₹45,000",2 BHK,"in Borabanda, Hyderabad",1366 sq.ft,,Fully
"₹53,000",3 BHK,"in Borabanda, Hyderabad",1583 sq.ft,,Fully
"₹55,000",3 BHK,"in Borabanda, Hyderabad",1583 sq.ft,,Fully
"₹35,000",2 BHK,"in Malikdanguda, Hyderabad",1330 sq.ft,,Fully
"₹40,000",3 BHK,"in Malikdanguda, Hyderabad",2036 sq.ft,,Semi
"₹1,00,017",3 BHK,"in Kondapur, Hyderabad",2988 sq.ft,,Semi
"₹55,021",3 BHK,"in Puppalaguda, Hyderabad",2063 sq.ft,,Semi
"₹55,012",3 BHK,"in Borabanda, Hyderabad",2063 sq.ft,,Semi
"₹2,50,032",4 BHK,"in Kondapur, Hyderabad",5125 sq.ft,,Semi
"₹50,016",3 BHK,"in Manikonda, Hyderabad",1688 sq.ft,,Semi
"₹80,032",3 BHK,"in Kokapet, Hyderabad",2561 sq.ft,,Fully
"₹42,011",3 BHK,"in Chandanagar, Hyderabad",2250 sq.ft,Bathrooms3,Semi
"₹45,016",3 BHK,"in Osman Nagar, Hyderabad",2533 sq.ft,,Fully
"₹27,500",,"in Kondapur, Hyderabad",325 sq.ft,Bathrooms1,Fully
"₹70,015",2 BHK,"in Nallagandla, Hyderabad",2444 sq.ft,,Fully
"₹65,011",3 BHK,"in Kokapet, Hyderabad",2169 sq.ft,Bathrooms3,Fully
"₹60,000",3 BHK,"in Kokapet, Hyderabad",2275 sq.ft,,Semi
"₹70,015",4 BHK,"in Nanakaramguda, Hyderabad",2491 sq.ft,,Semi
"₹55,011",2 BHK,"in Kondapur, Hyderabad",2938 sq.ft,,Fully
"₹50,011",3 BHK,"in Borabanda, Hyderabad",2775 sq.ft,,Semi
"₹50,026",2 BHK,"in Khaja Guda, Hyderabad",1643 sq.ft,,Fully
"₹45,011",2 BHK,"in Nallagandla, Hyderabad",1594 sq.ft,,Semi
"₹1,00,024",3 BHK,"in Kondapur, Hyderabad",2988 sq.ft,,Semi
"₹75,014",3 BHK,"in Kokapet, Hyderabad",2794 sq.ft,,Semi
"₹65,012",3 BHK,"in Nallagandla, Hyderabad",2481 sq.ft,,Semi
"₹2,50,012",4 BHK,"in Shaikpet, Hyderabad",6520 sq.ft,,Semi
"₹45,014",2 BHK,"in Nallagandla, Hyderabad",1544 sq.ft,,Semi
"₹2,20,017",3 BHK,"in Rai Durg, Hyderabad",4288 sq.ft,,Semi
"₹85,000",3 BHK,"in Kondapur, Hyderabad",2290 sq.ft,,Semi
"₹70,000",3 BHK,"in Kondapur, Hyderabad",2566 sq.ft,,Semi
"₹55,012",3 BHK,"in Borabanda, Hyderabad",2063 sq.ft,,Semi
"₹50,012",3 BHK,"in Borabanda, Hyderabad",2775 sq.ft,,Semi
"₹60,011",3 BHK,"in Kokapet, Hyderabad",2275 sq.ft,,Semi
"₹1,00,012",5 BHK,"in Shaikpet, Hyderabad",5981 sq.ft,,Semi
"₹85,011",3 BHK,"in Kondapur, Hyderabad",3056 sq.ft,,Semi
"₹80,012",3 BHK,"in Kokapet, Hyderabad",2561 sq.ft,,Fully
"₹70,012",4 BHK,"in Nanakaramguda, Hyderabad",2491 sq.ft,,Semi
"₹70,011",3 BHK,"in Nanakaramguda, Hyderabad",2178 sq.ft,,Fully
"₹60,011",3 BHK,"in Nanakaramguda, Hyderabad",2438 sq.ft,,Semi
"₹45,014",2 BHK,"in Nallagandla, Hyderabad",1594 sq.ft,,Semi
"₹70,012",2 BHK,"in Nallagandla, Hyderabad",2444 sq.ft,,Fully
"₹45,012",3 BHK,"in Kokapet, Hyderabad",2344 sq.ft,,Semi
"₹80,012",3 BHK,"in Narsingi, Hyderabad",2656 sq.ft,,Semi
"₹1,00,021",3 BHK,"in Kondapur, Hyderabad",2988 sq.ft,,Semi
"₹75,011",3 BHK,"in Kondapur, Hyderabad",2438 sq.ft,,Semi
"₹45,012",2 BHK,"in Nallagandla, Hyderabad",1544 sq.ft,,Semi
"₹65,011",3 BHK,"in Nallagandla, Hyderabad",2481 sq.ft,,Semi
"₹65,012",3 BHK,"in Nallagandla, Hyderabad",2481 sq.ft,,Semi
"₹1,00,011",4 BHK,"in Manikonda, Hyderabad",4574 sq.ft,,Fully
"₹2,20,014",3 BHK,"in Rai Durg, Hyderabad",4288 sq.ft,,Semi
"₹1,00,023",3 BHK,"in Kondapur, Hyderabad",3000 sq.ft,,Semi
"₹25,000",2 BHK,"in Himayath Nagar, Hyderabad",1200 sq.ft,Bathrooms2,Semi
"₹3,00,000",4 BHK,"in Banjara Hills, Hyderabad",5200 sq.ft,Bathrooms5,Semi
"₹1,20,000",4 BHK,"in Banjara Hills, Hyderabad",3200 sq.ft,Bathrooms3,Semi
"₹65,000",3 BHK,"in Banjara Hills, Hyderabad",2600 sq.ft,Bathrooms3,Semi
"₹60,000",3 BHK,"in Banjara Hills, Hyderabad",2700 sq.ft,Bathrooms3,Semi
"₹75,000",3 BHK,"in Srinagar Colony, Hyderabad",2600 sq.ft,Bathrooms3,Semi
"₹11,500",1 BHK,"in Zamistanpur, Hyderabad",800 sq.ft,Bathrooms1,Semi
"₹18,000",2 BHK,"in Uppal, Hyderabad",1850 sq.ft,Bathrooms2,Un
"₹15,000",2 BHK,"in Saroornagar, Hyderabad",1200 sq.ft,Bathrooms2,Un
"₹14,000",2 BHK,"in Saroornagar, Hyderabad",1200 sq.ft,Bathrooms2,Un
"₹12,000",1 BHK,"in Kothapet, Hyderabad",500 sq.ft,Bathrooms2,Semi
"₹1,10,000",5 BHK,"in Kompally, Hyderabad",3500 sq.ft,,Un
"₹30,000",3 BHK,"in Bachupally, Hyderabad",2600 sq.ft,,Semi
"₹18,000",,"in Shaikpet, Hyderabad",400 sq.ft,Bathrooms1,Fully
"₹1,25,000",4 BHK,"in Kondapur, Hyderabad",3500 sq.ft,,Semi
"₹27,000",3 BHK,"in Trimalgherry, Hyderabad",2200 sq.ft,,Semi
"₹3,50,021",6 BHK,"in Gachibowli, Hyderabad",7500 sq.ft,,Semi
"₹65,032",3 BHK,"in Gachibowli, Hyderabad",2313 sq.ft,,Fully
"₹38,000",3 BHK,"in Mallapur, Hyderabad",1698 sq.ft,,Semi
"₹65,000",3 BHK,"in Banjara Hills, Hyderabad",2425 sq.ft,Bathrooms3,Fully
"₹50,000",2 BHK,"in Kondapur, Hyderabad",1290 sq.ft,,Semi
"₹65,000",3 BHK,"in Kondapur, Hyderabad",1620 sq.ft,,Semi
"₹75,000",3 BHK,"in Kondapur, Hyderabad",2290 sq.ft,,Semi
"₹65,000",3 BHK,"in Kondapur, Hyderabad",1620 sq.ft,,Semi
"₹58,000",3 BHK,"in Kondapur, Hyderabad",2290 sq.ft,,Semi
"₹67,000",3 BHK,"in Kondapur, Hyderabad",1620 sq.ft,,Semi
"₹65,000",3 BHK,"in Kondapur, Hyderabad",1620 sq.ft,,Semi
"₹65,000",3 BHK,"in Kondapur, Hyderabad",1620 sq.ft,,Semi
"₹48,000",2 BHK,"in Kondapur, Hyderabad",1290 sq.ft,,Semi
"₹2,00,000",2 BHK,"in Nallagandla, Hyderabad",3300 sq.ft,Bathrooms1,Un
"₹55,000",3 BHK,"in Srinagar Colony, Hyderabad",2200 sq.ft,Bathrooms3,Semi
"₹3,50,021",6 BHK,"in Gachibowli, Hyderabad",7500 sq.ft,,Semi
"₹65,026",3 BHK,"in Gachibowli, Hyderabad",2313 sq.ft,,Fully
"₹50,000",3 BHK,"in Habsiguda, Hyderabad",2000 sq.ft,Bathrooms3,Semi
"₹65,012",3 BHK,"in Gachibowli, Hyderabad",2313 sq.ft,,Fully
"₹2,50,013",5 BHK,"in Kondapur, Hyderabad",5125 sq.ft,,Semi
"₹50,015",3 BHK,"in Manikonda, Hyderabad",1688 sq.ft,,Semi
"₹28,011",,"in Kondapur, Hyderabad",325 sq.ft,Bathrooms1,Fully
"₹55,012",2 BHK,"in Kondapur, Hyderabad",2938 sq.ft,,Fully
"₹42,011",3 BHK,"in Chandanagar, Hyderabad",2250 sq.ft,Bathrooms3,Semi
"₹45,012",3 BHK,"in Osman Nagar, Hyderabad",2533 sq.ft,,Fully
"₹50,011",2 BHK,"in Khaja Guda, Hyderabad",1643 sq.ft,,Fully
"₹55,012",3 BHK,"in Puppalaguda, Hyderabad",2063 sq.ft,,Semi
"₹55,012",3 BHK,"in Borabanda, Hyderabad",1938 sq.ft,,Semi
"₹65,011",3 BHK,"in Kokapet, Hyderabad",2169 sq.ft,Bathrooms3,Fully
"₹22,000",3 BHK,"in Chengicherla, Hyderabad",1900 sq.ft,Bathrooms3,Un
"₹20,000",3 BHK,"in Bapu nagar, Hyderabad",1200 sq.ft,Bathrooms2,Un
"₹3,50,012",6 BHK,"in Gachibowli, Hyderabad",7500 sq.ft,,Semi
"₹1,20,012",5 BHK,"in Tellapur, Hyderabad",5000 sq.ft,,Semi
"₹42,011",3 BHK,"in Serilingampally, Hyderabad",1800 sq.ft,,Semi
"₹80,011",4 BHK,"in Kothaguda, Hyderabad",5000 sq.ft,,Fully
"₹2,50,012",5 BHK,"in Shaikpet, Hyderabad",6520 sq.ft,,Semi
"₹40,000",4 BHK,"in Kompally, Hyderabad",6000 sq.ft,Bathrooms4,Semi
"₹55,012",3 BHK,"in Borabanda, Hyderabad",2063 sq.ft,,Semi
"₹1,00,012",5 BHK,"in Shaikpet, Hyderabad",5981 sq.ft,,Semi
