,PRICE,BHK,LOCATION,AREA,BATHROOMS,FURNISH
101,"32,000",2,"in Hitech City, Hyderabad",1200,Bathrooms2,Semi
102,"20,000",1,"in Kondapur, Hyderabad",500,Bathrooms1,Semi
103,"25,000",1,"in Kondapur, Hyderabad",700,Bathrooms1,Fully
104,"25,000",1,"in Kondapur, Hyderabad",700,Bathrooms1,Fully
105,"20,000",1,"in Kondapur, Hyderabad",650,Bathrooms1,Semi
106,"23,000",1,"in Kondapur, Hyderabad",600,Bathrooms1,Semi
107,"25,500",1,"in Kondapur, Hyderabad",700,Bathrooms1,Fully
108,"21,000",1,"in Kondapur, Hyderabad",550,Bathrooms1,Semi
109,"22,000",1,"in Kondapur, Hyderabad",600,Bathrooms1,Semi
110,"21,500",1,"in Kondapur, Hyderabad",550,Bathrooms1,Semi
111,"33,500",3,"in Kondapur, Hyderabad",1800,Bathrooms3,Semi
112,"21,500",1,"in Hafeezpet, Hyderabad",750,,Fully
113,"22,000",1,"in Kondapur, Hyderabad",600,Bathrooms1,Semi
114,"20,000",1,"in Kondapur, Hyderabad",600,Bathrooms1,Semi
115,"34,000",2,"in Kondapur, Hyderabad",1350,Bathrooms2,Fully
116,"21,000",1,"in Kondapur, Hyderabad",720,,Fully
117,"28,000",2,"in Kondapur, Hyderabad",1400,,Semi
118,"22,000",1,"in Kondapur, Hyderabad",700,Bathrooms1,Semi
119,"23,000",1,"in Kondapur, Hyderabad",600,Bathrooms1,Semi
120,"20,500",1,"in Kondapur, Hyderabad",720,,Fully
121,"16,500",1,"in Kondapur, Hyderabad",720,Bathrooms1,Semi
122,"16,000",1,"in Kondapur, Hyderabad",720,Bathrooms1,Semi
123,"16,500",1,"in Kondapur, Hyderabad",725,Bathrooms1,Semi
124,"37,000",3,"in Kondapur, Hyderabad",1850,Bathrooms3,Semi
125,"17,500",1,"in Kondapur, Hyderabad",750,Bathrooms1,Semi
126,"23,000",1,"in Kondapur, Hyderabad",725,Bathrooms1,Fully
127,"35,000",2,"in Kondapur, Hyderabad",1250,Bathrooms2,Semi
128,"40,000",2,"in Kondapur, Hyderabad",1000,Bathrooms2,Fully
129,"23,000",1,"in Kondapur, Hyderabad",700,Bathrooms1,Fully
130,"32,000",2,"in Kondapur, Hyderabad",1225,Bathrooms2,Semi
131,"21,000",1,"in Kondapur, Hyderabad",700,Bathrooms1,Semi
132,"45,000",2,"in Kondapur, Hyderabad",1200,Bathrooms2,Fully
133,"60,000",3,"in Kondapur, Hyderabad",2000,Bathrooms3,Fully
134,"38,000",2,"in Kondapur, Hyderabad",1150,Bathrooms2,Fully
135,"42,000",3,"in Kondapur, Hyderabad",1700,,Semi
136,"25,000",1,"in Kondapur, Hyderabad",700,Bathrooms1,Fully
137,"31,500",3,"in Kondapur, Hyderabad",1700,,Semi
138,"37,000",2,"in Kondapur, Hyderabad",1000,Bathrooms2,Fully
139,"22,000",1,"in Kondapur, Hyderabad",600,Bathrooms1,Fully
140,"36,000",3,"in Kondapur, Hyderabad",1500,Bathrooms3,Semi
141,"18,000",1,"in Kondapur, Hyderabad",550,Bathrooms1,Semi
142,"20,003",1,"in Kondapur, Hyderabad",550,Bathrooms1,Semi
143,"24,000",2,"in Kondapur, Hyderabad",1143,Bathrooms1,Un
144,"40,000",3,"in Kondapur, Hyderabad",1700,,Semi
145,"44,000",3,"in Serilingampally, Hyderabad",1400,,Fully
146,"35,000",3,"in Kondapur, Hyderabad",1800,,Semi
147,"20,003",1,"in Kondapur, Hyderabad",550,Bathrooms1,Semi
148,"36,000",2,"in Kondapur, Hyderabad",1700,,Semi
149,"16,000",1,"in Kondapur, Hyderabad",550,Bathrooms1,Semi
150,"36,000",2,"in Kondapur, Hyderabad",1700,,Fully
151,"32,000",3,"in Kondapur, Hyderabad",1650,Bathrooms2,Semi
152,"22,000",1,"in Kondapur, Hyderabad",850,Bathrooms1,Fully
153,"35,000",2,"in Kondapur, Hyderabad",1450,Bathrooms2,Semi
154,"21,000",1,"in Kondapur, Hyderabad",600,Bathrooms1,Semi
155,"30,000",2,"in Kondapur, Hyderabad",1200,,Semi
156,"24,000",1,"in Kondapur, Hyderabad",600,Bathrooms1,Fully
157,"45,000",3,"in Kondapur, Hyderabad",1850,Bathrooms3,Semi
158,"33,500",2,"in Kondapur, Hyderabad",1400,Bathrooms2,Fully
159,"24,500",2,"in Kondapur, Hyderabad",1250,Bathrooms2,Semi
160,"1,10,000",3,"in Gachibowli, Hyderabad",2710,,Semi
161,"1,10,000",3,"in Gachibowli, Hyderabad",2699,,Semi
162,"91,000",3,"in Gachibowli, Hyderabad",2696,,Semi
163,"70,000",3,"in Nanakaramguda, Hyderabad",1993,,Semi
164,"38,000",2,"in Nanakaramguda, Hyderabad",1225,,Semi
165,"23,000",1,"in Kondapur, Hyderabad",650,Bathrooms1,Fully
166,"28,500",1,"in Kondapur, Hyderabad",1150,Bathrooms2,Fully
167,"43,000",2,"in Nanakaramguda, Hyderabad",1400,,Semi
168,"45,000",3,"in Kokapet, Hyderabad",1800,,Semi
169,"38,000",3,"in Nanakaramguda, Hyderabad",1885,,Un
170,"66,000",3,"in Nanakaramguda, Hyderabad",1885,,Fully
171,"42,000",2,"in Nanakaramguda, Hyderabad",1400,,Semi
172,"42,000",2,"in Nanakaramguda, Hyderabad",1250,,Semi
173,"43,300",2,"in Nanakaramguda, Hyderabad",1400,,Semi
174,"28,000",1,"in Madhapur, Hyderabad",804,Bathrooms1,Fully
175,"45,000",3,"in Nanakaramguda, Hyderabad",1885,,Un
176,"29,500",2,"in Madhapur, Hyderabad",1204,Bathrooms2,Semi
177,"25,000",1,"in Madhapur, Hyderabad",704,Bathrooms1,Fully
178,"38,000",2,"in Madhapur, Hyderabad",1288,Bathrooms1,Fully
179,"45,000",3,"in Nanakaramguda, Hyderabad",1885,,Un
180,"60,000",3,"in Nanakaramguda, Hyderabad",1886,,Semi
181,"60,000",3,"in Nanakaramguda, Hyderabad",1886,,Fully
182,"60,000",3,"in Nanakaramguda, Hyderabad",1886,,Fully
183,"48,000",3,"in Nanakaramguda, Hyderabad",1885,,Un
184,"41,000",2,"in Nanakaramguda, Hyderabad",1300,,Semi
185,"40,000",2,"in Nanakaramguda, Hyderabad",1200,,Semi
186,"41,000",2,"in Nanakaramguda, Hyderabad",1300,,Semi
187,"40,000",2,"in Nanakaramguda, Hyderabad",1200,,Semi
188,"1,05,000",5,"in Kokapet, Hyderabad",3650,,Fully
189,"95,000",3,"in Kokapet, Hyderabad",2048,,Semi
190,"74,500",4,"in Nanakaramguda, Hyderabad",2700,,Semi
191,"74,000",4,"in Nanakaramguda, Hyderabad",2700,,Semi
192,"18,000",1,"in Madhapur, Hyderabad",610,Bathrooms1,Un
193,"22,000",1,"in Madhapur, Hyderabad",630,Bathrooms1,Un
194,"27,000",2,"in Madhapur, Hyderabad",1143,Bathrooms2,Un
195,"40,000",2,"in Madhapur, Hyderabad",1200,Bathrooms2,Semi
196,"50,000",3,"in Kondapur, Hyderabad",2200,Bathrooms2,Fully
197,"35,000",3,"in Kondapur, Hyderabad",1700,Bathrooms2,Semi
198,"27,000",2,"in Kondapur, Hyderabad",1250,Bathrooms1,Semi
199,"35,000",3,"in Kondapur, Hyderabad",1850,Bathrooms2,Semi
200,"15,000",1,"in Kondapur, Hyderabad",650,Bathrooms1,Semi
201,"16,500",1,"in Kondapur, Hyderabad",600,Bathrooms1,Semi
202,"28,000",2,"in Kondapur, Hyderabad",1250,Bathrooms1,Semi
203,"14,000",1,"in Kondapur, Hyderabad",500,Bathrooms1,Un
204,"25,000",1,"in Kondapur, Hyderabad",1050,,Fully
205,"19,000",1,"in Kondapur, Hyderabad",950,Bathrooms1,Semi
206,"19,500",1,"in Kondapur, Hyderabad",1060,Bathrooms1,Semi
207,"25,000",1,"in Kondapur, Hyderabad",950,Bathrooms1,Fully
208,"20,000",1,"in Kondapur, Hyderabad",650,Bathrooms1,Fully
209,"28,000",2,"in Kondapur, Hyderabad",1250,Bathrooms1,Semi
210,"35,000",2,"in Kondapur, Hyderabad",1450,Bathrooms1,Fully
211,"37,000",3,"in Kondapur, Hyderabad",2000,Bathrooms3,Semi
212,"36,000",3,"in Kondapur, Hyderabad",1800,Bathrooms2,Semi
213,"28,000",2,"in Kondapur, Hyderabad",1200,Bathrooms2,Semi
214,"28,000",2,"in Kondapur, Hyderabad",1350,Bathrooms2,Semi
215,"18,000",1,"in Kondapur, Hyderabad",800,Bathrooms1,Semi
216,"22,000",1,"in Kondapur, Hyderabad",750,Bathrooms1,Fully
217,"38,000",2,"in Kondapur, Hyderabad",1405,Bathrooms2,Fully
218,"26,000",2,"in Kondapur, Hyderabad",1300,Bathrooms1,Semi
219,"40,000",3,"in Kondapur, Hyderabad",2000,Bathrooms3,Semi
220,"17,000",1,"in Kondapur, Hyderabad",700,Bathrooms1,Semi
221,"25,000",1,"in Kondapur, Hyderabad",850,Bathrooms1,Fully
222,"14,000",1,"in Kondapur, Hyderabad",650,Bathrooms1,Un
223,"16,000",1,"in Kondapur, Hyderabad",750,Bathrooms1,Semi
224,"18,000",1,"in Kondapur, Hyderabad",750,Bathrooms1,Semi
225,"24,000",1,"in Kondapur, Hyderabad",758,Bathrooms1,Fully
226,"23,000",1,"in Kondapur, Hyderabad",650,Bathrooms1,Fully
227,"18,000",1,"in Kondapur, Hyderabad",650,Bathrooms1,Semi
228,"38,000",2,"in Kondapur, Hyderabad",1250,Bathrooms2,Fully
229,"17,000",1,"in Kondapur, Hyderabad",650,Bathrooms1,Semi
230,"14,000",1,"in Kondapur, Hyderabad",650,Bathrooms1,Un
231,"45,000",3,"in Kondapur, Hyderabad",3000,Bathrooms3,Semi
232,"45,000",3,"in Kondapur, Hyderabad",3000,Bathrooms3,Semi
233,"18,000",1,"in Kondapur, Hyderabad",650,Bathrooms1,Semi
234,"30,000",2,"in Kondapur, Hyderabad",1500,Bathrooms2,Semi
235,"30,000",2,"in Kondapur, Hyderabad",1500,Bathrooms2,Semi
236,"22,000",1,"in Kondapur, Hyderabad",650,Bathrooms1,Fully
237,"37,000",2,"in Kondapur, Hyderabad",1500,Bathrooms2,Semi
238,"35,000",2,"in Kondapur, Hyderabad",2500,Bathrooms2,Fully
239,"28,000",1,"in Kondapur, Hyderabad",650,Bathrooms1,Semi
240,"30,008",2,"in Kondapur, Hyderabad",650,Bathrooms2,Semi
241,"17,000",1,"in Kondapur, Hyderabad",650,Bathrooms1,Semi
242,"14,000",1,"in Hafeezpet, Hyderabad",650,Bathrooms1,Un
243,"28,000",1,"in Kondapur, Hyderabad",850,Bathrooms1,Fully
244,"30,000",2,"in Madhapur, Hyderabad",1200,Bathrooms2,Semi
245,"27,000",1,"in Madhapur, Hyderabad",700,Bathrooms1,Fully
246,"22,000",1,"in Hafeezpet, Hyderabad",800,Bathrooms1,Semi
247,"17,000",1,"in Hafeezpet, Hyderabad",750,,Un
248,"16,000",1,"in Hafeezpet, Hyderabad",800,Bathrooms1,Un
249,"40,000",3,"in Kondapur, Hyderabad",1200,Bathrooms3,Fully
250,"15,000",1,"in Hafeezpet, Hyderabad",650,Bathrooms1,Un
251,"25,000",2,"in Hafeezpet, Hyderabad",1000,Bathrooms1,Semi
252,"20,000",1,"in Kondapur, Hyderabad",750,Bathrooms1,Semi
253,"40,000",2,"in Kondapur, Hyderabad",1100,Bathrooms1,Fully
254,"40,000",3,"in Kondapur, Hyderabad",1300,Bathrooms2,Semi
255,"20,000",1,"in Kondapur, Hyderabad",800,Bathrooms1,Semi
256,"15,006",1,"in Kondapur, Hyderabad",700,Bathrooms1,Un
257,"18,007",1,"in Kondapur, Hyderabad",700,Bathrooms1,Semi
258,"20,000",1,"in Kondapur, Hyderabad",700,Bathrooms1,Semi
259,"18,000",1,"in Kondapur, Hyderabad",700,,Semi
260,"31,005",2,"in Kondapur, Hyderabad",1000,Bathrooms1,Semi
261,"15,000",1,"in Kondapur, Hyderabad",600,Bathrooms1,Un
262,"24,000",2,"in Kondapur, Hyderabad",1200,Bathrooms1,Semi
263,"22,000",1,"in Kondapur, Hyderabad",750,Bathrooms1,Semi
264,"55,000",3,"in Kondapur, Hyderabad",2400,,Semi
265,"28,000",3,"in Kondapur, Hyderabad",2100,Bathrooms2,Semi
266,"35,000",3,"in Kondapur, Hyderabad",1900,Bathrooms2,Semi
267,"20,000",1,"in Kondapur, Hyderabad",920,Bathrooms1,Fully
268,"17,000",1,"in Kondapur, Hyderabad",650,Bathrooms1,Semi
269,"18,000",1,"in Kondapur, Hyderabad",650,Bathrooms1,Semi
270,"58,000",3,"in Kondapur, Hyderabad",2290,,Semi
271,"55,000",3,"in Kukatpally, Hyderabad",1735,,Semi
272,"50,000",3,"in Borabanda, Hyderabad",1583,,Semi
273,"62,000",3,"in Kukatpally, Hyderabad",1860,,Semi
274,"55,000",3,"in Kukatpally, Hyderabad",1735,,Semi
275,"85,000",3,"in Kondapur, Hyderabad",2290,,Semi
276,"53,000",3,"in Borabanda, Hyderabad",1583,,Fully
277,"1,20,000",3,"in Kondapur, Hyderabad",2440,,Semi
278,"40,000",3,"in Malikdanguda, Hyderabad",2036,,Semi
279,"62,000",3,"in Kukatpally, Hyderabad",1740,,Semi
280,"35,000",2,"in Malikdanguda, Hyderabad",1330,,Fully
281,"75,021",3,"in Kondapur, Hyderabad",2438,,Semi
282,"45,015",2,"in Nallagandla, Hyderabad",1544,,Semi
283,"80,026",4,"in Kothaguda, Hyderabad",5000,,Fully
284,"80,000",3,"in Kokapet, Hyderabad",2561,,Fully
285,"50,000",3,"in Borabanda, Hyderabad",2775,,Semi
286,"60,000",3,"in Kokapet, Hyderabad",2275,,Semi
287,"52,000",3,"in Borabanda, Hyderabad",2063,,Semi
288,"2,20,012",3,"in Rai Durg, Hyderabad",4288,,Semi
289,"65,012",2,"in Nanakaramguda, Hyderabad",1638,,Fully
290,"60,000",3,"in Nanakaramguda, Hyderabad",2438,,Semi
291,"55,000",2,"in Kondapur, Hyderabad",1613,,Semi
292,"60,026",3,"in Kokapet, Hyderabad",2238,,Semi
293,"42,012",3,"in Serilingampally, Hyderabad",1800,,Semi
294,"1,00,016",4,"in Manikonda, Hyderabad",4574,,Fully
295,"60,036",3,"in Gopanapalli, Hyderabad",2013,,Semi
296,"65,012",3,"in Nallagandla, Hyderabad",2313,,Fully
297,"70,015",2,"in Nallagandla, Hyderabad",2444,,Fully
298,"55,012",3,"in Borabanda, Hyderabad",2063,,Semi
299,"55,021",3,"in Puppalaguda, Hyderabad",2063,,Semi
300,"42,011",3,"in Chandanagar, Hyderabad",2250,Bathrooms3,Semi
301,"45,016",3,"in Osman Nagar, Hyderabad",2533,,Fully
302,"27,500",1,"in Kondapur, Hyderabad",325,Bathrooms1,Fully
303,"55,012",3,"in Borabanda, Hyderabad",2063,,Semi
304,"70,015",2,"in Nallagandla, Hyderabad",2444,,Fully
305,"60,000",3,"in Kokapet, Hyderabad",2275,,Semi
306,"65,011",3,"in Kokapet, Hyderabad",2169,Bathrooms3,Fully
307,"70,015",4,"in Nanakaramguda, Hyderabad",2491,,Semi
308,"55,011",2,"in Kondapur, Hyderabad",2938,,Fully
309,"50,011",3,"in Borabanda, Hyderabad",2775,,Semi
310,"50,026",2,"in Khaja Guda, Hyderabad",1643,,Fully
311,"45,011",2,"in Nallagandla, Hyderabad",1594,,Semi
312,"1,00,024",3,"in Kondapur, Hyderabad",2988,,Semi
313,"75,014",3,"in Kokapet, Hyderabad",2794,,Semi
314,"65,012",3,"in Nallagandla, Hyderabad",2481,,Semi
315,"2,50,012",4,"in Shaikpet, Hyderabad",6520,,Semi
316,"45,014",2,"in Nallagandla, Hyderabad",1544,,Semi
317,"2,20,017",3,"in Rai Durg, Hyderabad",4288,,Semi
318,"3,00,000",4,"in Banjara Hills, Hyderabad",5200,Bathrooms5,Semi
319,"60,000",3,"in Banjara Hills, Hyderabad",2700,Bathrooms3,Semi
320,"1,20,000",4,"in Banjara Hills, Hyderabad",3200,Bathrooms3,Semi
321,"65,000",3,"in Banjara Hills, Hyderabad",2600,Bathrooms3,Semi
322,"75,000",3,"in Srinagar Colony, Hyderabad",2600,Bathrooms3,Semi
323,"55,012",3,"in Borabanda, Hyderabad",2063,,Semi
